"Users","New_users","Avg_session","Pages_session","Sessions","P_rebound","Author","Section","Year","Month","Day","Days_count","Title_length","Subtitle_length","Content_length","anger_title","anticipation_title","disgust_title","fear_title","joy_title","sadness_title","surprise_title","trust_title","negative_title","positive_title","anger_subtitle","anticipation_subtitle","disgust_subtitle","fear_subtitle","joy_subtitle","sadness_subtitle","surprise_subtitle","trust_subtitle","negative_subtitle","positive_subtitle","anger_content","anticipation_content","disgust_content","fear_content","joy_content","sadness_content","surprise_content","trust_content","negative_content","positive_content","Topics"
31,30,396,1.46,35,74.29,"Álvaro Olloqui","cultura",2023,"12",26,65,60,160,3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,16,4,12,20,6,18,7,30,29,36,"Música"
16,16,368,1.59,17,70.59,"Sofía Campos","cultura",2023,"6",6,268,56,99,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,5,8,7,8,3,11,24,35,"Música"
101,71,50,1.11,109,91.74,"Ulises Fuente","cultura",2024,"1",16,44,64,125,4852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,3,1,8,6,18,"Música"
113,97,95,1.14,122,86.89,"Marco Chavarría","cultura",2024,"1",22,38,84,100,2343,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,9,0,4,8,4,5,10,5,22,"Música"
16,14,198,1.24,17,94.12,"Sofía Campos","cultura",2024,"1",23,37,75,87,1563,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,3,3,6,2,9,4,7,11,12,"Música"
22,17,0,1.14,21,100,"Sofía Campos","cultura",2024,"1",12,48,68,188,3273,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,12,2,4,18,2,4,23,1,41,"Música"
17,16,0,1,17,100,"Concha García","cultura",2023,"2",14,380,91,137,4735,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,6,18,6,12,14,20,3,19,25,63,NA
17,7,1635,3.09,22,40.91,"Javier Menéndez Flores","cultura",2024,"1",22,38,104,144,10904,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,3,23,27,21,31,14,34,10,42,57,73,"Música"
124,92,175,1.27,132,88.64,"Concha García","cultura",2024,"2",7,22,63,106,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,4,0,1,0,2,0,7,4,11,"Música"
32,26,7,1.16,32,90.62,"Sofía Campos","cultura",2024,"1",25,35,49,106,1689,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,3,11,3,0,9,3,7,10,7,25,"Música"
72,62,1,1.11,75,90.67,"Ulises Fuente","cultura",2024,"1",21,39,33,163,7295,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,1,2,1,20,39,18,36,23,52,8,36,62,74,"Música"
16,15,15,1.56,16,62.5,"Concha García","cultura",2024,"2",5,24,59,148,5455,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,1,10,14,8,16,14,12,10,20,25,51,"Música"
34,30,42,1.08,36,94.44,"Concha García","cultura",2024,"2",5,24,78,119,2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,2,4,4,7,8,5,22,"Música"
39,21,3,1.24,34,100,"Sofía Campos","cultura",2024,"1",26,34,56,90,2536,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,5,4,9,6,6,5,6,10,23,"Música"
12,10,0,1.17,12,100,"Sofía Campos","cultura",2024,"2",1,28,51,83,1416,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,3,0,3,0,5,3,1,5,3,2,15,"Música"
35,29,1,1.18,34,94.12,"Ulises Fuente","cultura",2024,"2",14,15,78,211,4215,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0,0,2,12,14,6,10,10,13,12,14,19,27,"Música"
132,117,884,2.09,139,87.77,"Sofía Campos","cultura",2023,"12",30,61,69,106,2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,2,1,3,4,6,"Música"
37,31,3,1.05,39,89.74,"Concha García","cultura",2024,"1",31,29,47,135,3315,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,2,1,11,1,3,8,7,5,13,5,26,"Música"
45,40,3711,5.18,55,63.64,"César Alcalá","cultura",2023,"4",11,324,69,181,4268,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,2,13,32,11,9,13,10,18,19,34,35,NA
310,265,45,1.28,336,79.17,"Javier Ors","cultura",2024,"2",13,16,28,186,11315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,37,30,31,51,26,62,11,49,108,98,NA
22,19,284,1.48,27,77.78,"Juanlu Martín","cultura",2023,"10",24,128,34,143,2652,1,1,1,1,0,1,0,0,1,0,0,0,0,0,2,0,1,2,0,3,19,14,13,21,3,22,1,13,32,15,NA
22,10,0,1.16,19,100,"Ulises Fuente","cultura",2024,"1",14,46,40,143,10444,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,29,28,33,40,28,53,16,62,79,91,"Música"
15,5,135,1.36,14,85.71,"Sofía Campos","cultura",2024,"1",8,52,64,141,1957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,1,4,2,2,1,11,4,9,NA
12,12,0,1.17,12,91.67,"Alicia Romay","cultura",2023,"5",2,303,59,257,6956,0,0,0,0,0,0,0,0,0,0,5,1,0,3,1,4,2,0,7,2,12,25,4,18,30,14,20,28,22,73,NA
20,4,226,1.53,17,82.35,"Camila Pujalví","cultura",2024,"2",11,18,158,110,1252,1,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,6,8,0,1,7,1,7,12,3,19,NA
19,16,4,1,19,89.47,"La Razón","cultura",2016,"8",29,2740,60,131,1772,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,3,1,3,0,2,5,0,4,2,11,10,13,"Cine"
146,108,350,1.62,173,68.21,"Jorge Vilches","cultura",2024,"1",7,53,85,157,6708,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,2,1,7,15,11,14,12,16,3,21,30,50,NA
53,51,1805,3.04,109,59.63,"Sofía Campos","cultura",2023,"6",13,261,99,120,2244,0,2,0,0,2,2,2,2,3,3,0,2,0,0,2,0,2,2,0,5,2,13,2,3,13,4,11,16,8,24,NA
14,14,13381,15.88,16,68.75,"Sofía Campos","cultura",2023,"1",25,400,112,112,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,3,5,7,17,"Lenguaje"
35,29,412,1.43,37,91.89,"@Reborivera","cultura",2024,"1",26,34,53,147,9075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21,24,14,26,24,19,14,39,47,71,"Cine"
14,14,159,1.38,16,75,"La Razón","cultura",2019,"9",29,1614,39,164,5441,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,2,29,9,5,22,5,11,7,14,35,21,"papel"
51,46,807,1.93,58,75.86,"La Razón","cultura",2016,"4",23,2868,40,330,7750,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,2,2,2,4,44,16,37,42,19,43,19,48,94,89,"papel"
87,80,227,1.33,91,84.62,"Marta Moleón","cultura",2024,"2",11,18,126,183,3063,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,11,2,3,7,0,7,9,5,26,"Cine"
26,21,21,1.12,26,92.31,"Sofía Campos","cultura",2024,"1",13,47,69,117,3254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,6,5,5,1,4,2,9,10,20,NA
46,39,40,1.29,49,85.71,"Lucía Gutiérrez","cultura",2024,"1",4,56,63,77,3016,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,1,0,6,9,2,4,7,5,2,18,13,27,NA
14,12,81,1.14,14,85.71,"Sofía Campos","cultura",2023,"3",31,335,41,103,4386,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,8,31,14,15,22,27,20,30,39,55,NA
19,17,0,1,21,100,"Sofía Campos","cultura",2023,"7",6,238,41,84,1472,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,1,0,1,2,2,2,5,3,17,"Lenguaje"
42,36,286,1.39,44,84.09,"Sofía Campos","cultura",2023,"2",2,392,79,130,3386,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,4,11,2,6,6,7,3,10,16,33,NA
14,12,217,1.43,14,71.43,"Sofía Campos","cultura",2023,"3",16,350,65,134,3265,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,1,0,5,1,3,3,2,1,24,2,28,"Estados Unidos"
15,12,250,1.4,15,73.33,"Sofía Campos","cultura",2023,"3",10,356,50,178,1948,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,4,1,4,0,3,1,2,1,3,6,11,"Lenguaje"
26,22,809,2.03,30,56.67,"Nora Villalba","cultura",2023,"5",8,297,41,171,3397,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,8,6,6,6,3,9,2,13,20,23,"Lenguaje"
57,52,642,1.82,65,75.38,"Dámaris Fernández","cultura",2023,"4",19,316,59,146,7182,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,19,28,5,23,34,34,19,32,54,68,NA
286,259,5,1.06,286,93.01,"Jorge Vilches","cultura",2021,"10",5,877,40,133,6542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,25,12,17,24,12,22,6,28,55,54,"Lenguaje"
40,36,242,1.32,40,80,"Sofía Campos","cultura",2023,"3",29,337,79,96,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14,11,7,14,6,9,9,10,22,24,"Lenguaje"
32,27,59,1.15,40,87.5,"Sofía Campos","cultura",2023,"2",3,391,70,127,2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,1,3,5,1,5,6,15,"Cine"
19,10,9,1.82,11,90.91,"Sofía Campos","cultura",2024,"1",26,34,73,143,2121,3,0,0,3,0,2,0,1,2,1,0,2,0,0,2,1,1,2,0,5,4,10,3,6,8,3,6,12,6,21,"Cine"
17,17,18,1.29,17,70.59,"@Reborivera","cultura",2023,"8",16,197,74,118,7537,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,2,14,20,10,20,12,18,13,35,35,46,"Estados Unidos"
192,183,191,1.36,198,79.29,"Sofía Campos","cultura",2023,"3",7,359,80,182,7073,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,2,12,15,6,14,9,11,5,33,28,62,"Estados Unidos"
15,15,77,1.07,15,93.33,"La Razón","cultura",2019,"6",19,1716,55,157,2461,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,5,7,2,1,10,5,4,26,4,33,"Música"
41,35,56,1.12,41,87.8,"Sofía Campos","cultura",2024,"2",14,15,42,72,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,5,6,2,2,2,4,9,"Música"
24,12,9,1.52,21,80.95,"Jorge Vilches","cultura",2024,"1",21,39,66,166,6943,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,26,28,13,22,29,25,13,45,61,77,NA
865,459,46,1.29,815,85.52,"Nora Villalba","cultura",2024,"1",30,30,132,154,1572,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,2,6,10,"Lenguaje"
46,19,219,1.45,40,80,"Concha García","cultura",2024,"1",22,38,110,179,7090,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,4,0,2,14,20,7,19,23,7,10,46,22,81,NA
49,24,76,1.22,49,81.63,"@Reborivera","cultura",2024,"2",12,17,78,143,2167,0,1,0,1,1,2,1,1,1,2,0,1,0,0,1,1,0,1,2,1,4,10,2,3,9,5,3,8,9,16,"Cine"
30,9,130,1.26,27,92.59,"Sofía Campos","cultura",2024,"1",23,37,72,140,1086,2,0,2,2,0,3,0,0,3,0,0,0,0,0,0,1,0,0,1,0,8,1,7,8,2,9,1,5,13,13,"Lenguaje"
26,11,257,1.37,30,63.33,"Agencia Efe","cultura",2024,"1",2,58,74,90,3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,0,9,2,21,NA
32,31,255,1.32,34,76.47,"Camila Pujalví","cultura",2023,"10",17,135,61,120,2143,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,1,9,3,22,"Lenguaje"
24,25,3264,4.65,34,70.59,"Dámaris Fernández","cultura",2023,"5",25,280,87,114,1931,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,5,4,6,3,5,2,3,4,12,16,"Lenguaje"
27,29,1159,2.35,31,83.87,"Dámaris Fernández","cultura",2023,"5",30,275,84,105,1677,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,4,5,2,5,2,6,1,4,12,9,"Lenguaje"
73,31,27,1.22,76,92.11,"Marta Moleón","cultura",2024,"2",2,27,127,171,10002,0,0,0,0,2,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,19,22,10,23,18,16,19,76,38,120,"Cine"
20,10,18,1.19,21,76.19,"Sofía Campos","cultura",2024,"2",15,14,88,127,2933,0,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,6,12,4,9,8,9,4,20,15,34,NA
178,172,328,1.44,180,90.56,"Jesús Palacios","cultura",2024,"1",8,52,79,212,3387,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,15,16,10,17,21,14,11,26,24,40,"Cine"
19,19,454,1.38,26,76.92,"Marco Chavarría","cultura",2023,"11",17,104,107,155,1417,0,2,1,0,2,0,1,2,1,4,1,1,0,0,1,1,1,1,0,1,0,10,1,1,10,0,3,12,2,34,NA
29,25,283,1.41,29,72.41,"La Razón","cultura",2015,"7",7,3159,45,0,9454,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,23,19,27,19,39,22,44,58,87,"papel"
15,9,854,1.88,17,88.24,"Sofía Campos","cultura",2024,"1",2,58,90,114,1583,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,3,4,6,3,4,2,9,8,12,"Música"
32,29,770,2.08,39,64.1,"Marcos Pardeiro","cultura",2023,"7",16,228,86,160,5421,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,2,0,2,2,6,34,10,11,15,9,26,19,36,41,NA
16,14,145,1.25,16,75,"La Razón","cultura",2018,"1",14,2237,46,229,8754,2,0,3,0,0,0,0,0,5,0,0,1,2,3,0,1,0,0,2,0,26,17,17,34,7,27,6,16,44,47,"papel"
12,2,0,4,4,100,"Julián Herrero","cultura",2024,"1",12,48,79,124,5901,1,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,26,18,14,24,11,23,14,14,56,45,NA
16,12,280,1.31,16,93.75,"Concha García","cultura",2019,"10",31,1582,48,163,6022,3,1,0,2,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,5,11,8,13,8,13,3,21,19,50,"papel"
14,14,1,1.07,14,85.71,"@Reborivera","cultura",2023,"2",24,370,78,161,10895,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4,1,4,47,32,28,69,25,40,27,50,89,80,"Estados Unidos"
86,62,45,1.29,87,80.46,"Lucía Gutiérrez","cultura",2024,"1",1,59,69,127,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,7,4,11,0,11,19,20,"Música"
16,6,221,1.24,21,76.19,"Enrique Vila-Matas","cultura",2024,"1",20,40,26,68,2480,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,2,12,10,4,16,11,18,11,16,23,23,NA
17,17,41,1.12,17,94.12,"Camila Pujalví","cultura",2023,"7",18,226,66,101,2276,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,8,2,2,6,3,1,10,2,20,"Cine"
433,243,40,1.19,452,85.84,"Javier Ors","cultura",2024,"2",20,9,91,158,7764,1,1,0,3,1,1,0,1,2,2,0,2,0,0,2,0,1,3,0,3,15,21,7,27,17,16,6,43,31,61,NA
15,4,391,1.41,17,70.59,"Javier Ors","cultura",2024,"2",20,9,91,158,7764,1,1,0,3,1,1,0,1,2,2,0,2,0,0,2,0,1,3,0,3,15,21,7,27,17,16,6,43,31,61,NA
39,36,0,1.22,37,97.3,"David Jaramillo","cultura",2024,"2",12,17,62,97,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,3,2,7,4,6,NA
19,17,1,1.05,21,95.24,"La Razón","cultura",2024,"1",20,40,41,102,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,7,4,14,"Cine"
36,10,5,1.11,35,91.43,"David Jaramillo","cultura",2024,"1",25,35,36,62,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,2,1,4,0,5,NA
90,26,25,1.72,57,82.46,"David Jaramillo","cultura",2024,"2",16,13,38,73,1482,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,3,0,0,5,0,1,0,2,5,3,4,3,9,8,10,NA
25,7,2,1.08,24,91.67,"Sofía Campos","cultura",2024,"1",3,57,64,101,1739,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,10,0,1,5,1,5,5,5,11,NA
29,7,1,1.31,26,100,"@Reborivera","cultura",2024,"1",22,38,119,165,2166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,3,5,7,5,8,9,17,"Cine"
121,107,412,1.51,126,86.51,"@Reborivera","cultura",2024,"1",17,43,100,189,3994,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,6,10,12,4,14,14,29,"Cine"
12,7,2326,3.64,14,78.57,"Javier Ors","cultura",2023,"4",16,319,89,236,12010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,61,28,26,65,15,53,15,35,129,72,NA
22,16,313,1.41,29,82.76,"Raquel Bonilla","cultura",2021,"10",5,877,35,141,4467,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,2,7,15,4,12,12,6,7,20,13,44,NA
55,49,153,1.53,53,67.92,"Javier Ors","cultura",2019,"7",20,1685,37,118,3733,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8,8,4,21,5,17,3,5,34,16,NA
20,16,0,1,20,100,"Toni Montesinos","cultura",2024,"1",8,52,66,98,2740,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,9,8,18,8,18,7,13,21,17,"Cine"
77,75,89,1.29,78,80.77,"Jesús Buitrago","deportes",2021,"5",19,1016,104,140,681,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,1,3,1,0,4,0,0,1,0,2,1,3,3,"Fútbol"
16,14,357,1.5,16,68.75,"I. Trujillo","deportes",2021,"5",19,1016,54,154,4437,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,5,11,8,8,4,4,9,13,19,25,"Fútbol"
245,218,68,1.19,258,86.43,"I. Trujillo","deportes",2020,"9",29,1248,59,121,6097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,24,0,4,21,8,8,28,17,58,"Fútbol"
141,132,17,1.14,139,84.89,"I. Trujillo","deportes",2020,"9",30,1247,43,173,7067,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,6,22,4,12,5,16,13,26,30,54,NA
25,19,129,1.15,26,96.15,"I. Trujillo","deportes",2020,"10",7,1240,58,151,3740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,15,7,10,13,3,9,22,15,34,NA
14,14,82,1.36,14,64.29,"La Razón","deportes",2021,"5",21,1014,84,57,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,1,0,2,2,3,"Fútbol"
65,61,33,1.06,67,91.04,"I. Trujillo","deportes",2021,"5",19,1016,94,129,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,2,10,6,7,6,12,23,27,"Fútbol"
235,225,378,1.52,248,84.27,"I. Trujillo","deportes",2021,"5",20,1015,46,137,3639,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,3,6,1,4,6,4,3,24,7,46,"Real Madrid"
14,14,881,1.93,14,85.71,"I. T.","deportes",2020,"10",22,1225,61,138,1813,1,1,1,1,0,1,1,0,1,0,4,0,0,0,0,0,1,0,3,1,11,7,4,3,6,2,6,12,11,12,NA
30,29,2,1.03,34,94.12,"La Razón","deportes",2020,"10",23,1224,59,82,1033,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,1,3,7,3,7,NA
154,147,80,1.32,158,77.85,"I. Trujillo","deportes",2021,"5",19,1016,74,156,4760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,16,7,15,3,13,4,17,20,33,"Fútbol"
57,47,28,1.21,58,84.48,"I. T.","deportes",2020,"10",26,1221,85,70,2054,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,5,9,2,6,6,10,7,11,15,22,NA
20,19,759,2,21,76.19,"I. Trujillo","deportes",2020,"11",9,1207,75,171,8150,1,0,0,0,1,1,0,0,1,0,4,0,0,2,0,1,0,0,5,0,33,24,20,30,34,51,10,27,79,50,"Fútbol"
36,35,0,1.03,36,97.22,"La Razón","deportes",2020,"11",11,1205,89,96,475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,1,3,NA
24,19,149,1.25,24,87.5,"I. Trujillo","deportes",2021,"5",19,1016,54,169,7508,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,15,35,31,33,18,29,15,39,64,79,"Fútbol"
19,19,2388,3.86,21,52.38,"I. Trujillo","deportes",2020,"12",1,1185,50,138,5346,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,5,0,26,15,24,44,9,35,5,12,65,25,NA
24,22,431,1.54,24,66.67,"I. Trujillo","deportes",2021,"5",19,1016,85,108,5377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,4,8,21,8,8,6,3,20,28,33,29,"Fútbol"
12,10,4,1.07,14,85.71,"La Razón","deportes",2021,"5",20,1015,47,55,3009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,0,0,4,4,8,"Fútbol"
17,14,2,1.12,17,94.12,"La Razón","deportes",2021,"1",16,1139,79,160,1382,1,1,0,2,1,0,1,1,1,1,0,3,0,0,1,0,2,0,0,2,1,4,1,4,4,1,5,6,3,10,"Instagram"
36,32,2,1.03,39,100,"I. Trujillo","deportes",2022,"5",31,639,66,150,6430,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,4,28,12,30,15,18,15,29,29,58,NA
70,63,502,1.54,85,82.35,"I. Trujillo","deportes",2021,"5",19,1016,49,99,6051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,20,21,16,19,15,37,12,21,56,38,"Fútbol"
27,24,129,1.21,29,82.76,"I. Trujillo","deportes",2021,"1",28,1127,91,136,5020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,2,8,13,7,8,27,16,38,NA
16,16,0,1,16,100,"La Razón","deportes",2021,"5",19,1016,81,124,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,2,2,4,7,7,10,"Fútbol"
12,9,187,3.25,12,91.67,"Francisco Martínez","deportes",2021,"5",24,1011,63,186,6631,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,19,2,12,2,12,6,26,47,41,NA
17,16,730,1.86,22,72.73,"I. Trujillo","deportes",2021,"2",17,1107,92,142,4060,0,0,0,1,1,1,0,2,1,1,1,0,0,1,0,1,1,0,1,0,17,9,3,12,13,9,4,31,30,47,NA
34,31,5729,7.36,36,88.89,"Alejandro Ortega","deportes",2021,"2",16,1108,94,92,1800,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,1,2,6,1,1,8,3,2,11,4,19,NA
16,12,34,1.33,15,93.33,"La Razón","deportes",2021,"5",19,1016,85,75,1462,0,2,0,3,1,1,3,3,2,3,0,1,0,0,0,0,1,0,2,1,7,4,3,7,4,7,3,11,9,17,"Fútbol"
62,62,0,1.05,62,96.77,"La Razón","deportes",2021,"2",23,1101,42,76,765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,0,3,4,3,2,3,4,7,NA
17,16,1040,2.38,21,42.86,"I. Trujillo","deportes",2021,"3",8,1088,60,186,7548,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,3,0,2,3,2,13,24,7,14,27,18,6,35,39,65,NA
35,26,206,1.44,32,93.75,"La Razón","deportes",2021,"5",19,1016,93,153,4186,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,2,3,3,6,17,6,14,10,9,10,30,25,40,"Fútbol"
19,19,1990,3.22,32,65.62,"La Razón","deportes",2021,"5",24,1011,77,132,2793,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,2,0,8,5,4,13,3,8,5,9,23,24,NA
24,19,7,1.09,22,95.45,"I. Trujillo","deportes",2021,"5",19,1016,93,182,4915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8,17,11,13,11,17,8,19,36,41,"Fútbol"
14,12,5,1.17,12,91.67,"I. Trujillo","deportes",2021,"5",20,1015,112,171,5160,0,0,1,1,0,1,0,0,2,0,0,1,0,1,0,1,0,1,1,4,10,21,12,14,15,11,7,24,30,49,NA
15,12,339,1.47,15,93.33,"I. Trujillo","deportes",2021,"6",12,992,70,135,7267,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,22,23,9,43,8,36,26,35,59,42,"Fútbol"
14,10,250,1.07,14,64.29,"I. Trujillo","deportes",2021,"6",25,979,65,150,8576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,23,27,11,25,29,29,10,35,61,70,NA
15,15,77,1.07,15,80,"I. Trujillo","deportes",2021,"10",16,866,35,140,9318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,33,19,31,24,31,17,59,50,125,"Alimentación"
96,87,474,1.57,103,80.58,"I. Trujillo","deportes",2021,"10",23,859,67,108,7173,1,0,1,1,0,1,0,0,1,0,3,0,0,2,0,0,0,1,3,1,14,26,9,29,17,26,15,42,43,74,NA
